,"{SIM_ID=""2""}","{SIM_ID=""3""}","{SIM_ID=""4""}","{SIM_ID=""5""}"
2022-11-09 17:36:00,0.001304363,0.014212455,0.001806302,0.0017467
2022-11-09 17:36:01,0.001654328,0.00186474,0.001776151,0.001659324
2022-11-09 17:36:02,0.001263362,0.001832694,0.002018665,0.001592023
2022-11-09 17:36:03,0.001238802,0.001925198,0.002016238,0.001755432
2022-11-09 17:36:04,0.001299377,0.00168911,0.001794894,0.001712386
2022-11-09 17:36:05,0.001262557,0.013808379,0.001991232,0.001589639
2022-11-09 17:36:06,0.001170949,0.001931645,0.001818889,0.001681735
2022-11-09 17:36:07,0.001290428,0.001825278,0.001622308,0.001948339
2022-11-09 17:36:08,0.001290428,0.00201806,0.001879684,0.001858404
2022-11-09 17:36:09,0.001313899,0.001840303,0.001867645,0.001720253
2022-11-09 17:36:10,0.001502244,0.001894884,0.002059264,0.00169466
2022-11-09 17:36:11,0.001327228,0.004030042,0.001854284,0.001690418
2022-11-09 17:36:12,0.001426093,0.001835943,0.001920021,0.00172267
2022-11-09 17:36:13,0.001223557,0.001611114,0.00192372,0.001850229
2022-11-09 17:36:14,0.001405817,0.001732262,0.001790808,0.001714687
2022-11-09 17:36:15,0.001344725,0.003918948,0.001950515,0.001601502
2022-11-09 17:36:16,0.001378307,0.001628055,0.001779603,0.001748916
2022-11-09 17:36:17,0.001290859,0.001704875,0.001746368,0.001707374
2022-11-09 17:36:18,0.001347216,0.001674909,0.001779178,0.0017062
2022-11-09 17:36:19,0.001274509,0.008399889,0.002040726,0.001792854
2022-11-09 17:36:20,0.001305749,0.00174873,0.001876364,0.001830067
2022-11-09 17:36:21,0.0014124,0.004602322,0.001791175,0.001657139
2022-11-09 17:36:22,0.001324243,0.001698041,0.001838445,0.001655834
2022-11-09 17:36:23,0.001433418,0.004381245,0.001755293,0.001676392
2022-11-09 17:36:24,0.001190032,0.001813482,0.001807977,0.001829848
2022-11-09 17:36:25,0.001299091,0.007583191,0.001938691,0.001803698
2022-11-09 17:36:26,0.001410124,0.00176965,0.001818367,0.001693152
2022-11-09 17:36:27,0.001302752,0.002707919,0.001934399,0.001736451
2022-11-09 17:36:28,0.001062757,0.001614692,0.001777023,0.001721165
2022-11-09 17:36:29,0.00111509,0.001879135,0.001783012,0.001849517
2022-11-09 17:36:30,0.001354767,0.001746011,0.00180864,0.001779789
2022-11-09 17:36:31,0.001404648,0.001906773,0.001825462,0.001679119
2022-11-09 17:36:32,0.001350785,0.001840245,0.001741546,0.001799053
2022-11-09 17:36:33,0.001609876,0.001780775,0.001871637,0.004990314
2022-11-09 17:36:34,0.001298616,0.00497646,0.001829859,0.001798988
2022-11-09 17:36:35,0.001089952,0.001862341,0.001690518,0.001851881
2022-11-09 17:36:36,0.001346284,0.004285809,0.002005986,0.002122027
2022-11-09 17:36:37,0.001239002,0.001790025,0.001696883,0.001756859
2022-11-09 17:36:38,0.001223645,0.001781466,0.001805523,0.001860317
2022-11-09 17:36:39,0.001126385,0.001739777,0.001774602,0.00173292
2022-11-09 17:36:40,0.001359794,0.001742869,0.00184703,0.001755297
2022-11-09 17:36:41,0.001245929,0.001746011,0.001811644,0.00180027
2022-11-09 17:36:42,0.001162839,0.00227623,0.002074747,0.001665288
2022-11-09 17:36:43,0.00121433,0.002175468,0.001681534,0.001799509
2022-11-09 17:36:44,0.001321938,0.001827673,0.001819453,0.001695988
2022-11-09 17:36:45,0.001244011,0.001908704,0.001882383,0.001882788
2022-11-09 17:36:46,0.00122499,0.001705705,0.001791454,0.001671824
2022-11-09 17:36:47,0.001133432,0.001685149,0.001741026,0.001733494
2022-11-09 17:36:48,0.001279853,0.00178695,0.001861104,0.001689852
2022-11-09 17:36:49,0.001407055,0.001801126,0.001749205,0.001750566
2022-11-09 17:36:50,0.001481292,0.001693505,0.001686782,0.001571869
2022-11-09 17:36:51,0.001286927,0.004872361,0.001803353,0.001728325
2022-11-09 17:36:52,0.00113713,0.001851046,0.001990957,0.001735835
