,"{SIM_ID=""2""}","{SIM_ID=""3""}","{SIM_ID=""4""}","{SIM_ID=""5""}"
2022-11-08 00:31:00,0.00124776,0.001752354,0.001819408,0.002074734
2022-11-08 00:31:01,0.003075631,0.001784703,0.001940039,0.001786796
2022-11-08 00:31:02,0.001263765,0.001981377,0.001750266,0.002014386
2022-11-08 00:31:03,0.001295369,0.001712727,0.001778624,0.002037051
2022-11-08 00:31:04,0.001314309,0.001746956,0.001764378,0.004956519
2022-11-08 00:31:05,0.001202487,0.001764261,0.001705353,0.001751802
2022-11-08 00:31:06,0.001180653,0.001914381,0.001723938,0.001614371
2022-11-08 00:31:07,0.001197878,0.001558244,0.001754894,0.001825074
2022-11-08 00:31:08,0.001214702,0.001722033,0.001771459,0.001839725
2022-11-08 00:31:09,0.00125654,0.001676578,0.001731397,0.001627147
2022-11-08 00:31:10,0.001164451,0.001721376,0.001733952,0.001687895
2022-11-08 00:31:11,0.00135569,0.001712877,0.004006348,0.001635281
2022-11-08 00:31:12,0.00125033,0.001734019,0.001780669,0.002217721
2022-11-08 00:31:13,0.001233901,0.001775096,0.001972894,0.00161317
2022-11-08 00:31:14,0.001223695,0.001781737,0.001766709,0.001560656
2022-11-08 00:31:15,0.001172779,0.001835417,0.002005673,0.00160613
2022-11-08 00:31:16,0.001221936,0.001910026,0.001709297,0.001615925
2022-11-08 00:31:17,0.001272974,0.001696502,0.001717916,0.00182346
2022-11-08 00:31:18,0.001194388,0.001732221,0.001700533,0.00150908
2022-11-08 00:31:19,0.001205816,0.001675233,0.001776503,0.001590618
2022-11-08 00:31:20,0.001209282,0.001772388,0.002005851,0.001978919
2022-11-08 00:31:21,0.001363711,0.001784468,0.001782408,0.001913189
2022-11-08 00:31:22,0.001186328,0.001634101,0.00178941,0.001877712
2022-11-08 00:31:23,0.001211239,0.001706173,0.001736874,0.00163696
2022-11-08 00:31:24,0.001204083,0.001655533,0.001744379,0.001513247
2022-11-08 00:31:25,0.001176524,0.001655979,0.001741473,0.001752496
2022-11-08 00:31:26,0.001179074,0.001593497,0.001796218,0.001551935
2022-11-08 00:31:27,0.001242877,0.001646667,0.001759547,0.001985615
2022-11-08 00:31:28,0.00111427,0.001745705,0.001708199,0.001563459
2022-11-08 00:31:29,0.001230609,0.00167332,0.001698026,0.001509005
2022-11-08 00:31:30,0.001237739,0.001599039,0.001830015,0.001695456
2022-11-08 00:31:31,0.001310951,0.001818076,0.009462111,0.001933532
2022-11-08 00:31:32,0.001215094,0.001756768,0.001764677,0.001896913
2022-11-08 00:31:33,0.00123864,0.001766188,0.001774321,0.001531737
2022-11-08 00:31:34,0.001200638,0.001612467,0.001635225,0.001583459
